,Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,SOS,Rk,PTS.1,TS%,eFG%,Pos,Player-additional
1356,Jimmy Butler,2010-11,Marquette,Big East,SR,37.0,35.0,34.6,5.1,10.3,0.49,4.5,8.8,0.515,0.5,1.6,0.345,5.1,6.5,0.783,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,,8.51,,,,,,
1357,Justin Harper,2007-08,Richmond,A-10,FR,29.0,0.0,8.6,1.2,2.8,0.45,0.7,1.3,0.541,0.6,1.5,0.372,0.2,0.6,0.412,0.6,0.8,1.3,0.1,0.2,0.2,0.4,1.4,3.3,,2.55,,,,,,
1358,Justin Harper,2008-09,Richmond,A-10,SO,36.0,24.0,23.1,3.2,7.8,0.411,2.0,4.2,0.477,1.2,3.6,0.336,1.5,2.2,0.675,1.6,3.0,4.6,0.6,0.6,0.8,1.5,2.8,9.2,,1.08,,,,,,
1359,Justin Harper,2009-10,Richmond,A-10,JR,35.0,35.0,25.0,4.0,8.3,0.483,2.8,4.8,0.583,1.2,3.5,0.344,1.4,2.1,0.681,1.6,3.8,5.4,1.0,0.8,0.9,1.4,2.3,10.6,,3.43,,,,,,
1360,Justin Harper,2010-11,Richmond,A-10,SR,37.0,37.0,31.8,6.6,12.4,0.534,4.5,7.8,0.585,2.1,4.6,0.448,2.5,3.2,0.797,1.7,5.2,6.9,1.2,0.6,1.2,1.5,2.2,17.9,,2.79,,,,,,
1361,Kyle Singler,2007-08,Duke,ACC,FR,34.0,34.0,28.6,4.7,10.2,0.457,3.2,5.8,0.545,1.5,4.4,0.34,2.4,3.1,0.774,2.1,3.8,5.8,1.4,1.1,0.7,2.2,3.1,13.3,,9.28,,,,,,
1362,Kyle Singler,2008-09,Duke,ACC,SO,37.0,36.0,32.2,5.6,12.8,0.441,3.8,7.9,0.476,1.9,4.9,0.383,3.4,4.7,0.713,3.0,4.6,7.7,2.4,1.5,1.0,2.5,2.7,16.5,,9.07,,,,,,
1363,Kyle Singler,2009-10,Duke,ACC,JR,40.0,40.0,35.9,5.7,13.8,0.415,3.6,8.4,0.424,2.1,5.3,0.399,4.2,5.2,0.798,2.3,4.8,7.0,2.4,1.0,0.8,2.0,2.2,17.7,,9.21,,,,,,
1364,Kyle Singler,2010-11,Duke,ACC,SR,37.0,37.0,34.8,5.9,13.8,0.43,4.2,8.5,0.497,1.7,5.2,0.321,3.4,4.2,0.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,,8.32,,,,,,
1365,Shelvin Mack,2008-09,Butler,Horizon,FR,32.0,32.0,30.7,3.8,9.8,0.391,2.0,4.3,0.474,1.8,5.5,0.326,2.5,3.3,0.757,1.3,3.2,4.4,3.5,1.1,0.0,2.1,2.2,11.9,,2.07,,,,,,
1366,Shelvin Mack,2009-10,Butler,Horizon,SO,38.0,38.0,30.9,5.1,11.1,0.454,3.2,6.3,0.502,1.9,4.8,0.391,2.1,2.9,0.734,0.5,3.2,3.7,3.0,1.4,0.1,2.1,1.9,14.1,,5.08,,,,,,
1367,Shelvin Mack,2010-11,Butler,Horizon,JR,38.0,37.0,32.1,5.3,13.0,0.408,3.0,6.5,0.462,2.3,6.5,0.354,3.2,4.1,0.769,0.7,3.8,4.5,3.4,0.8,0.1,2.4,1.7,16.0,,5.02,,,,,,
1368,Tyler Honeycutt,2009-10,UCLA,Pac-10,FR,26.0,18.0,27.7,2.7,5.3,0.496,2.3,4.2,0.536,0.4,1.1,0.345,1.5,2.5,0.6,2.0,4.5,6.5,2.7,1.5,1.2,2.4,2.3,7.2,,7.86,,,,,,
1369,Tyler Honeycutt,2010-11,UCLA,Pac-10,SO,33.0,33.0,35.0,4.4,10.8,0.406,2.7,6.2,0.438,1.7,4.6,0.362,2.4,3.2,0.736,1.5,5.7,7.2,2.8,0.9,2.0,3.0,1.6,12.8,,7.93,,,,,,
1370,Jordan Williams,2009-10,Maryland,ACC,FR,33.0,31.0,24.8,3.8,7.5,0.512,3.8,7.5,0.512,0.0,0.0,,1.9,3.7,0.529,2.8,5.8,8.6,0.2,0.7,1.0,0.9,2.7,9.6,,7.95,,,,,,
1371,Jordan Williams,2010-11,Maryland,ACC,SO,33.0,33.0,32.5,6.5,12.0,0.538,6.5,12.0,0.538,0.0,0.0,,4.0,6.9,0.575,3.7,8.1,11.8,0.6,0.7,1.4,1.6,2.4,16.9,,5.76,,,,,,
1372,Trey Thompkins,2008-09,Georgia,SEC,FR,28.0,23.0,26.0,4.8,11.0,0.434,3.6,8.0,0.453,1.2,3.1,0.384,1.9,2.6,0.726,2.1,5.3,7.4,0.8,1.0,1.1,2.4,1.7,12.6,,5.5,,,,,,
1373,Trey Thompkins,2009-10,Georgia,SEC,SO,31.0,29.0,31.0,6.7,13.8,0.483,5.9,11.9,0.5,0.7,2.0,0.377,3.6,4.7,0.762,2.1,6.2,8.3,1.9,1.0,1.2,2.9,2.6,17.7,,8.04,,,,,,
1374,Trey Thompkins,2010-11,Georgia,SEC,JR,30.0,29.0,31.2,6.5,13.4,0.481,5.7,11.0,0.52,0.8,2.5,0.311,2.7,4.0,0.689,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,,6.13,,,,,,
1375,Chandler Parsons,2007-08,Florida,SEC,FR,36.0,0.0,20.7,2.9,6.1,0.472,1.9,3.1,0.618,1.0,3.0,0.324,1.4,2.3,0.627,1.3,2.7,4.0,1.4,0.5,0.2,1.0,1.7,8.1,,4.98,,,,,,
1376,Chandler Parsons,2008-09,Florida,SEC,SO,36.0,28.0,26.0,3.6,7.7,0.46,2.5,4.3,0.587,1.0,3.4,0.301,1.1,1.9,0.557,2.0,3.7,5.7,1.8,1.1,0.4,1.4,2.4,9.2,,3.88,,,,,,
1377,Chandler Parsons,2009-10,Florida,SEC,JR,34.0,18.0,31.0,4.1,8.4,0.493,3.0,5.3,0.572,1.1,3.1,0.358,2.9,4.4,0.662,2.3,4.6,6.9,2.6,1.1,0.1,2.0,2.1,12.4,,7.16,,,,,,
1378,Chandler Parsons,2010-11,Florida,SEC,SR,36.0,35.0,34.1,4.3,9.0,0.48,3.1,5.7,0.544,1.2,3.3,0.368,1.5,2.7,0.557,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,,7.57,,,,,,
1379,Jon Leuer,2007-08,Wisconsin,Big Ten,FR,32.0,0.0,8.6,1.1,2.3,0.472,0.7,1.4,0.478,0.4,0.8,0.462,0.4,0.9,0.483,0.6,0.7,1.3,0.4,0.1,0.1,0.6,0.4,2.9,,6.73,,,,,,
1380,Jon Leuer,2008-09,Wisconsin,Big Ten,SO,33.0,12.0,21.3,3.5,7.5,0.466,3.0,5.8,0.513,0.5,1.6,0.296,1.4,2.3,0.605,1.4,2.5,3.8,0.8,0.5,0.6,1.3,1.9,8.8,,8.43,,,,,,
1381,Jon Leuer,2009-10,Wisconsin,Big Ten,JR,24.0,22.0,28.8,5.9,11.3,0.522,5.2,9.4,0.549,0.8,1.9,0.391,2.8,3.9,0.72,1.5,4.3,5.8,1.6,0.5,1.3,1.0,2.1,15.4,,7.66,,,,,,
1382,Jon Leuer,2010-11,Wisconsin,Big Ten,SR,34.0,34.0,33.5,6.7,14.2,0.47,5.1,9.9,0.513,1.6,4.3,0.37,3.3,3.9,0.843,1.7,5.6,7.2,1.6,0.5,0.9,1.6,2.2,18.3,,9.42,,,,,,
1383,Darius Morris,2009-10,Michigan,Big Ten,FR,32.0,19.0,24.3,1.6,4.0,0.406,1.4,2.8,0.506,0.2,1.2,0.179,0.9,1.4,0.63,0.4,1.4,1.8,2.6,0.6,0.2,1.6,1.9,4.4,,9.37,,,,,,
1384,Darius Morris,2010-11,Michigan,Big Ten,SO,35.0,34.0,34.8,5.7,11.7,0.489,5.3,9.9,0.533,0.5,1.8,0.25,3.1,4.3,0.715,0.9,3.1,4.0,6.7,1.0,0.0,2.9,2.1,15.0,,10.68,,,,,,
1385,Malcolm Lee,2008-09,UCLA,Pac-10,FR,29.0,0.0,10.7,1.3,2.6,0.5,1.1,1.9,0.571,0.2,0.7,0.3,0.3,0.8,0.417,0.6,1.0,1.5,0.6,0.5,0.1,0.8,1.3,3.2,,7.19,,,,,,
1386,Malcolm Lee,2009-10,UCLA,Pac-10,SO,32.0,32.0,34.8,4.2,9.6,0.432,3.3,6.4,0.522,0.8,3.2,0.252,3.0,4.3,0.706,1.3,3.2,4.4,3.1,1.1,0.3,2.6,2.3,12.1,,7.86,,,,,,
1387,Malcolm Lee,2010-11,UCLA,Pac-10,JR,33.0,33.0,33.1,4.3,9.8,0.437,3.1,5.8,0.534,1.2,4.0,0.295,3.4,4.4,0.778,0.7,2.4,3.1,2.0,0.7,0.2,1.7,2.4,13.1,,7.93,,,,,,
1388,Charles Jenkins,2007-08,Hofstra,CAA,FR,29.0,29.0,34.6,5.5,11.7,0.471,4.8,9.6,0.502,0.7,2.1,0.328,3.3,4.2,0.78,1.6,3.0,4.6,2.1,1.7,0.5,3.3,2.7,15.0,,-3.0,,,,,,
1389,Charles Jenkins,2008-09,Hofstra,CAA,SO,32.0,32.0,35.1,6.3,15.7,0.404,5.4,12.6,0.426,1.0,3.1,0.313,6.0,7.3,0.821,0.9,3.9,4.8,4.3,1.4,0.5,3.3,2.6,19.7,,-2.9,,,,,,
1390,Charles Jenkins,2009-10,Hofstra,CAA,JR,34.0,34.0,36.3,6.9,15.6,0.443,5.1,11.1,0.456,1.9,4.5,0.409,5.0,6.2,0.805,1.1,3.4,4.5,3.9,1.8,0.6,3.2,2.6,20.6,,-0.02,,,,,,
1391,Charles Jenkins,2010-11,Hofstra,CAA,SR,33.0,33.0,37.3,7.5,14.6,0.517,5.5,9.8,0.563,2.0,4.8,0.42,5.5,6.7,0.824,0.5,2.8,3.4,4.8,1.7,0.7,2.2,2.0,22.6,,0.13,,,,,,
1392,Josh Harrellson,2008-09,Kentucky,SEC,SO,34.0,2.0,9.3,1.4,3.0,0.447,1.2,2.6,0.466,0.1,0.4,0.333,0.8,1.1,0.722,0.9,1.6,2.5,0.3,0.3,0.6,0.8,1.1,3.6,,4.82,,,,,,
1393,Josh Harrellson,2009-10,Kentucky,SEC,JR,22.0,0.0,4.0,0.5,1.2,0.462,0.5,1.0,0.455,0.1,0.2,0.5,0.1,0.1,1.0,0.4,0.8,1.2,0.0,0.1,0.3,0.3,0.4,1.3,,6.82,,,,,,
1394,Josh Harrellson,2010-11,Kentucky,SEC,SR,38.0,38.0,28.5,3.3,5.5,0.611,3.3,5.2,0.631,0.1,0.3,0.2,0.9,1.5,0.589,3.7,5.0,8.7,0.8,0.9,1.5,0.7,2.4,7.6,,8.91,,,,,,
1395,Andrew Goudelock,2007-08,College of Charleston,Southern,FR,33.0,18.0,29.0,5.1,10.8,0.466,2.8,5.6,0.508,2.2,5.2,0.422,0.8,0.9,0.871,0.6,1.9,2.5,2.1,1.0,0.2,1.7,1.3,13.2,,-2.31,,,,,,
1396,Andrew Goudelock,2008-09,College of Charleston,Southern,SO,36.0,35.0,31.1,6.1,13.4,0.459,3.5,7.4,0.475,2.6,6.0,0.44,1.8,2.1,0.867,0.5,2.0,2.5,1.9,0.7,0.3,1.9,1.2,16.7,,-5.87,,,,,,
1397,Andrew Goudelock,2009-10,College of Charleston,Southern,JR,34.0,34.0,35.6,7.4,16.3,0.451,4.5,9.0,0.498,2.9,7.3,0.393,1.8,2.2,0.824,0.7,3.6,4.4,3.9,1.1,0.4,2.0,1.7,19.4,,-2.46,,,,,,
1398,Andrew Goudelock,2010-11,College of Charleston,Southern,SR,37.0,37.0,35.2,8.6,18.9,0.455,5.1,10.2,0.496,3.5,8.7,0.407,3.0,3.6,0.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,,-1.05,,,,,,
1399,Travis Leslie,2008-09,Georgia,SEC,FR,26.0,4.0,14.3,2.7,6.1,0.447,2.7,6.0,0.455,0.0,0.1,0.0,0.9,1.5,0.575,1.5,2.4,3.9,0.6,0.8,0.5,1.0,1.2,6.3,,5.5,,,,,,
1400,Travis Leslie,2009-10,Georgia,SEC,SO,31.0,31.0,29.4,5.5,11.2,0.487,5.3,10.8,0.485,0.2,0.4,0.545,3.7,5.0,0.735,3.1,3.7,6.8,2.5,1.3,1.0,2.6,2.1,14.8,,8.04,,,,,,
1401,Travis Leslie,2010-11,Georgia,SEC,JR,33.0,33.0,32.2,5.4,10.9,0.492,5.0,9.6,0.517,0.4,1.3,0.302,3.3,4.1,0.801,3.2,4.0,7.2,2.9,1.2,0.6,2.2,1.9,14.4,,6.13,,,,,,
1402,Keith Benson,2007-08,Oakland,Summit,FR,29.0,20.0,13.4,1.9,3.7,0.505,1.9,3.7,0.505,0.0,0.0,,1.5,2.3,0.667,1.2,2.3,3.5,0.1,0.2,1.4,0.7,1.8,5.2,,-0.81,,,,,,
1403,Keith Benson,2008-09,Oakland,Summit,SO,36.0,36.0,27.8,5.3,8.5,0.622,5.3,8.5,0.624,0.0,0.0,0.0,3.7,5.6,0.667,2.6,5.2,7.8,0.7,0.6,2.4,1.1,3.2,14.3,,-1.6,,,,,,
1404,Keith Benson,2009-10,Oakland,Summit,JR,35.0,35.0,31.3,5.9,11.1,0.533,5.9,11.0,0.535,0.1,0.1,0.4,5.4,7.5,0.724,3.2,7.3,10.5,0.8,0.4,3.3,1.7,3.0,17.3,,-2.96,,,,,,
1405,Keith Benson,2010-11,Oakland,Summit,SR,35.0,35.0,32.4,6.6,12.1,0.547,6.3,11.4,0.556,0.3,0.7,0.391,4.5,7.0,0.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,,0.1,,,,,,
1406,Josh Selby,2010-11,Kansas,Big 12,FR,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,,7.62,,,,,,
1407,Lavoy Allen,2007-08,Temple,A-10,FR,34.0,32.0,29.2,3.4,6.1,0.558,3.4,6.0,0.562,0.1,0.1,0.4,1.2,1.7,0.737,2.0,3.6,5.7,1.6,0.5,1.5,1.2,3.1,8.1,,4.57,,,,,,
1408,Lavoy Allen,2008-09,Temple,A-10,SO,33.0,31.0,31.3,4.6,7.9,0.579,4.4,7.3,0.6,0.2,0.6,0.333,1.6,2.5,0.642,3.9,5.1,9.0,2.1,0.4,1.5,1.3,2.4,10.9,,3.9,,,,,,
1409,Lavoy Allen,2009-10,Temple,A-10,JR,35.0,34.0,34.5,4.9,9.1,0.536,4.7,8.5,0.561,0.1,0.7,0.217,1.6,2.5,0.625,3.5,7.2,10.7,2.4,0.5,1.4,1.5,2.2,11.5,,4.27,,,,,,
1410,Lavoy Allen,2010-11,Temple,A-10,SR,33.0,33.0,33.9,4.7,9.7,0.48,4.5,9.2,0.49,0.2,0.5,0.294,2.1,3.0,0.697,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,,4.23,,,,,,
1411,Jon Diebler,2007-08,Ohio State,Big Ten,FR,37.0,8.0,21.1,1.7,5.6,0.304,0.4,1.1,0.366,1.3,4.5,0.289,1.2,1.5,0.782,0.4,2.0,2.3,1.2,0.7,0.2,1.2,1.2,5.9,,7.97,,,,,,
1412,Jon Diebler,2008-09,Ohio State,Big Ten,SO,33.0,33.0,36.7,3.5,8.4,0.421,0.6,1.4,0.447,2.9,7.0,0.416,1.2,1.5,0.8,0.3,3.3,3.6,2.5,1.0,0.3,1.6,1.3,11.2,,8.23,,,,,,
1413,Jon Diebler,2009-10,Ohio State,Big Ten,JR,37.0,37.0,37.2,4.0,9.1,0.438,0.9,1.7,0.516,3.1,7.5,0.42,1.9,2.1,0.873,0.2,2.5,2.8,1.5,1.1,0.1,1.0,1.8,13.0,,7.37,,,,,,
1414,Jon Diebler,2010-11,Ohio State,Big Ten,SR,37.0,36.0,35.7,3.9,7.7,0.507,0.8,1.6,0.525,3.1,6.1,0.502,1.7,2.1,0.81,0.4,2.3,2.6,2.4,1.0,0.1,0.9,1.0,12.6,,8.38,,,,,,
1415,Vernon Macklin,2006-07,Georgetown,Big East,FR,31.0,0.0,9.8,1.3,1.7,0.741,1.3,1.7,0.741,0.0,0.0,,0.3,0.7,0.435,0.7,0.7,1.5,0.5,0.0,0.1,0.5,1.0,2.9,,9.48,,,,,,
1416,Vernon Macklin,2007-08,Georgetown,Big East,SO,34.0,0.0,12.8,1.5,2.6,0.598,1.5,2.5,0.605,0.0,0.0,0.0,0.4,1.4,0.25,0.9,1.3,2.1,0.6,0.2,0.7,0.8,1.7,3.4,,7.23,,,,,,
1417,Vernon Macklin,2008-09-RS,Florida,SEC,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Vernon Macklin,2009-10,Florida,SEC,JR,34.0,34.0,25.3,4.6,7.6,0.607,4.6,7.6,0.607,0.0,0.0,,1.4,2.4,0.588,2.7,2.9,5.5,0.8,0.6,0.9,1.4,2.4,10.6,,7.16,,,,,,
1419,Vernon Macklin,2010-11,Florida,SEC,SR,37.0,35.0,24.5,5.2,8.7,0.593,5.2,8.7,0.593,0.0,0.0,,1.2,2.8,0.451,2.2,3.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6,,7.57,,,,,,
1420,DeAndre Liggins,2008-09,Kentucky,SEC,FR,33.0,1.0,16.5,1.4,3.8,0.362,1.0,2.3,0.447,0.4,1.5,0.235,1.1,1.6,0.673,0.2,2.2,2.3,2.8,0.7,0.4,2.3,1.6,4.2,,4.82,,,,,,
1421,DeAndre Liggins,2009-10,Kentucky,SEC,SO,29.0,0.0,15.3,1.2,3.0,0.419,0.8,1.4,0.524,0.5,1.5,0.318,0.8,1.3,0.59,0.6,1.7,2.3,0.8,0.7,0.3,0.6,1.4,3.8,,6.82,,,,,,
1422,DeAndre Liggins,2010-11,Kentucky,SEC,JR,38.0,28.0,31.6,2.9,6.9,0.424,2.0,4.5,0.442,0.9,2.4,0.391,1.8,2.8,0.648,0.6,3.4,4.0,2.5,1.2,0.7,1.4,2.5,8.6,,8.91,,,,,,
1423,E'Twaun Moore,2007-08,Purdue,Big Ten,FR,34.0,31.0,30.6,4.7,10.6,0.443,2.7,6.1,0.449,1.9,4.5,0.434,1.6,2.2,0.716,0.9,3.0,3.9,2.6,0.9,0.4,1.7,2.5,12.9,,5.9,,,,,,
1424,E'Twaun Moore,2008-09,Purdue,Big Ten,SO,37.0,36.0,33.0,5.1,12.0,0.422,3.6,7.5,0.473,1.5,4.5,0.337,2.2,2.8,0.762,1.1,3.5,4.6,3.0,1.1,0.4,2.6,2.5,13.8,,7.17,,,,,,
1425,E'Twaun Moore,2009-10,Purdue,Big Ten,JR,35.0,35.0,31.5,6.1,13.6,0.445,4.6,9.4,0.488,1.5,4.2,0.349,2.9,3.9,0.73,0.9,2.9,3.8,2.7,1.5,0.3,2.1,2.3,16.4,,8.81,,,,,,
1426,E'Twaun Moore,2010-11,Purdue,Big Ten,SR,34.0,33.0,33.9,6.5,14.5,0.447,4.4,9.4,0.473,2.1,5.1,0.4,2.9,4.1,0.709,1.5,3.6,5.1,3.2,1.2,0.5,1.8,2.1,18.0,,8.69,,,,,,
1427,Ater Majok,2009-10,UConn,Big East,FR,26.0,22.0,14.7,1.0,2.3,0.424,1.0,2.3,0.424,0.0,0.0,,0.3,0.8,0.409,1.2,1.8,3.0,0.2,0.2,1.6,0.8,2.0,2.3,,9.15,,,,,,
1428,Isaiah Thomas,2008-09,Washington,Pac-10,FR,35.0,34.0,28.4,5.1,12.3,0.418,4.0,8.5,0.475,1.1,3.8,0.291,4.1,5.9,0.686,0.7,2.3,3.0,2.6,1.1,0.1,2.6,1.9,15.5,,8.19,,,,,,
1429,Isaiah Thomas,2009-10,Washington,Pac-10,SO,35.0,35.0,31.1,5.3,12.8,0.415,3.5,7.1,0.486,1.9,5.7,0.327,4.5,6.1,0.732,0.6,3.3,3.9,3.2,1.1,0.1,2.4,1.9,16.9,,7.49,,,,,,
1430,Isaiah Thomas,2010-11,Washington,Pac-10,JR,35.0,35.0,31.9,5.4,12.1,0.445,3.7,7.1,0.512,1.7,4.9,0.349,4.3,6.0,0.719,0.7,2.8,3.5,6.1,1.3,0.1,3.0,2.1,16.8,,7.74,,,,,,
1431,John Wall,2009-10,Kentucky,SEC,FR,37.0,37.0,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82,,,,,,
1432,Evan Turner,2007-08,Ohio State,Big Ten,FR,37.0,30.0,27.1,2.9,6.3,0.47,2.3,4.4,0.528,0.6,1.9,0.333,1.9,2.8,0.699,0.9,3.5,4.4,2.6,1.3,0.5,2.7,2.4,8.5,,7.97,,,,,,
1433,Evan Turner,2008-09,Ohio State,Big Ten,SO,33.0,33.0,36.4,5.8,11.6,0.503,5.5,10.9,0.507,0.3,0.8,0.44,5.3,6.7,0.788,1.7,5.4,7.1,4.0,1.8,0.8,3.5,2.9,17.3,,8.23,,,,,,
1434,Evan Turner,2009-10,Ohio State,Big Ten,JR,31.0,31.0,35.7,7.6,14.7,0.519,7.0,13.0,0.54,0.6,1.8,0.364,4.5,5.9,0.754,2.0,7.2,9.2,6.0,1.7,0.9,4.4,2.8,20.4,,7.37,,,,,,
1435,Derrick Favors,2009-10,Georgia Tech,ACC,FR,36.0,35.0,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,,9.02,,,,,,
1436,Wesley Johnson,2006-07,Iowa State,Big 12,FR,31.0,30.0,31.7,4.5,10.2,0.445,3.5,6.7,0.524,1.0,3.5,0.294,2.2,2.9,0.753,3.2,4.7,7.9,1.1,0.8,1.1,2.0,2.5,12.3,,5.19,,,,,,
1437,Wesley Johnson,2007-08,Iowa State,Big 12,SO,27.0,25.0,27.0,4.2,10.7,0.396,2.5,5.4,0.456,1.7,5.2,0.333,2.2,2.9,0.779,1.3,2.6,4.0,1.4,0.9,0.4,2.1,2.2,12.4,,7.97,,,,,,
1438,Wesley Johnson,2008-09,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Wesley Johnson,2009-10,Syracuse,Big East,JR,35.0,35.0,35.0,5.9,11.8,0.502,4.5,8.3,0.54,1.5,3.5,0.415,3.2,4.1,0.772,2.1,6.4,8.5,2.2,1.7,1.8,2.3,2.1,16.5,,7.21,,,,,,
1440,DeMarcus Cousins,2009-10,Kentucky,SEC,FR,38.0,37.0,23.5,5.4,9.7,0.558,5.4,9.6,0.565,0.0,0.2,0.167,4.3,7.1,0.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,,6.82,,,,,,
1441,Ekpe Udoh,2006-07,Michigan,Big Ten,FR,35.0,7.0,20.3,2.2,4.6,0.469,2.2,4.5,0.478,0.0,0.1,0.0,0.7,1.2,0.585,1.7,2.3,4.0,0.8,0.7,1.9,0.8,1.9,5.0,,6.79,,,,,,
1442,Ekpe Udoh,2007-08,Michigan,Big Ten,SO,32.0,24.0,26.0,2.4,5.4,0.437,2.2,4.9,0.443,0.2,0.5,0.375,1.0,1.8,0.589,2.2,2.8,5.0,0.9,0.8,2.9,1.1,2.4,6.0,,7.99,,,,,,
1443,Ekpe Udoh,2008-09-RS,Baylor,Big 12,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Ekpe Udoh,2009-10,Baylor,Big 12,JR,36.0,36.0,35.1,5.3,10.8,0.49,5.1,10.1,0.505,0.2,0.7,0.269,3.1,4.5,0.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,,8.03,,,,,,
1445,Greg Monroe,2008-09,Georgetown,Big East,FR,31.0,31.0,30.9,4.6,8.1,0.572,4.5,7.9,0.578,0.1,0.2,0.333,3.4,4.8,0.7,2.0,4.5,6.5,2.5,1.8,1.5,2.5,2.5,12.7,,8.97,,,,,,
1446,Greg Monroe,2009-10,Georgetown,Big East,SO,34.0,34.0,34.2,5.9,11.3,0.525,5.7,10.5,0.545,0.2,0.8,0.259,4.1,6.1,0.66,2.2,7.5,9.6,3.8,1.2,1.5,3.3,2.6,16.1,,9.56,,,,,,
1447,Al-Farouq Aminu,2008-09,Wake Forest,ACC,FR,31.0,30.0,29.0,4.7,9.1,0.516,4.5,7.9,0.57,0.2,1.3,0.179,3.3,4.9,0.671,2.3,5.9,8.2,1.5,1.0,1.2,2.6,2.6,12.9,,7.36,,,,,,
1448,Al-Farouq Aminu,2009-10,Wake Forest,ACC,SO,31.0,30.0,31.3,5.4,12.1,0.447,4.8,9.9,0.484,0.6,2.1,0.273,4.5,6.4,0.698,4.3,6.4,10.7,1.3,1.4,1.4,3.2,2.9,15.8,,8.85,,,,,,
1449,Gordon Hayward,2008-09,Butler,Horizon,FR,32.0,32.0,32.7,3.9,8.2,0.479,1.8,3.3,0.523,2.2,4.8,0.448,3.2,3.9,0.815,1.4,5.0,6.5,2.0,1.5,0.9,1.7,2.0,13.1,,2.07,,,,,,
1450,Gordon Hayward,2009-10,Butler,Horizon,SO,37.0,37.0,33.5,4.7,10.1,0.464,3.4,5.8,0.592,1.3,4.3,0.294,4.8,5.8,0.829,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,,5.08,,,,,,
1451,Paul George,2008-09,Fresno State,WAC,FR,34.0,34.0,34.6,4.9,10.4,0.47,3.0,6.2,0.486,1.9,4.1,0.447,2.7,3.9,0.697,1.9,4.4,6.2,1.9,1.7,1.0,2.3,2.7,14.3,,0.96,,,,,,
1452,Paul George,2009-10,Fresno State,WAC,SO,29.0,29.0,33.2,5.3,12.5,0.424,3.3,6.8,0.485,2.0,5.8,0.353,4.1,4.6,0.909,1.9,5.3,7.2,3.0,2.2,0.8,3.2,2.9,16.8,,1.31,,,,,,
1453,Cole Aldrich,2007-08,Kansas,Big 12,FR,40.0,0.0,8.3,1.1,2.1,0.518,1.1,2.1,0.518,0.0,0.0,,0.7,1.0,0.684,0.9,2.1,3.0,0.1,0.3,0.9,0.5,1.2,2.8,,8.2,,,,,,
1454,Cole Aldrich,2008-09,Kansas,Big 12,SO,35.0,35.0,29.6,5.7,9.5,0.598,5.7,9.5,0.598,0.0,0.0,,3.5,4.4,0.792,3.0,8.0,11.1,1.0,0.6,2.7,1.6,2.6,14.9,,7.9,,,,,,
1455,Cole Aldrich,2009-10,Kansas,Big 12,JR,36.0,36.0,26.8,4.1,7.4,0.562,4.1,7.4,0.562,0.0,0.0,,3.0,4.4,0.679,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3,,8.25,,,,,,
1456,Xavier Henry,2009-10,Kansas,Big 12,FR,36.0,36.0,27.5,4.5,9.8,0.458,2.6,5.3,0.492,1.9,4.6,0.418,2.5,3.2,0.783,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25,,,,,,
1457,Ed Davis,2008-09,UNC,ACC,FR,38.0,2.0,18.8,2.6,5.0,0.518,2.6,5.0,0.518,0.0,0.0,,1.4,2.5,0.573,2.2,4.4,6.6,0.6,0.4,1.7,1.1,1.9,6.7,,8.35,,,,,,
1458,Ed Davis,2009-10,UNC,ACC,SO,23.0,23.0,27.9,4.8,8.3,0.578,4.8,8.3,0.578,0.0,0.0,,3.8,5.7,0.659,2.9,6.7,9.6,1.0,0.4,2.8,2.0,1.8,13.4,,9.83,,,,,,
